ID,SONG,DOT1,DISC1,DOT2,DISC2,DOUBLE,DOT,DISC,SINGLE,ABI
aimei 暧昧,暧昧スクリーム,A16,【开始】五轨单点  【结束】双拐条后，吃到三轨单点,B755,【开始】三轨长条结尾，五轨条头  【结束】双条后，1&5轨双打,111.3,B755,【开始】三轨长条结尾，五轨条头  【结束】双条后，1&5轨双打,57.9,1
aitouluowang 爱投罗网,爱投罗网,A110,"【开始】导歌开，爆第二次短条：3轨短条。
【结束】2轨条左滑&4轨单点。（备注）",B436,【开始】4轨单点后，爆4轨条。    【结束】2轨直条中。（非满分）,74,B440,"【开始】爆4轨条左滑时&1轨右滑条。
【结束】2轨直条尾&3轨直条头。",39,2
aiwushe 爱无赦,爱无赦,B567,"【开始】过四轨条，一轨条按住爆一轨右滑尾+四轨拐条头
【结束】一轨右滑尾+四轨拐条头",B753,"【开始】一轨点后，三轨拐条按住爆第一次右拐
【结束】一轨拐条右滑尾",90.1,B753,"【开始】一轨点后，三轨拐条按住爆第一次右拐
【结束】一轨拐条右滑尾",47.9,1
aizaibuyuanchu 爱在不远处,爱在不远处,A353,"【开始】三轨右滑键后爆二轨单点
【结束】三轨拐条后，二轨单点",B644,"【开始】三轨点，二轨左滑键后爆三轨右滑条
【结束】二轨拐条最后一次左滑",70.4,B644,"【开始】三轨点，二轨左滑键后爆三轨右滑条
【结束】二轨拐条最后一次左滑",37.4,1
AKB48,キミがいたしるし,A294,"【开始】288一轨条按住爆五轨二连点
【结束】四轨条中+二轨二连点第一个",B722,"【开始】 717五轨条按住爆一轨二连点
【结束】二轨条中+四轨二连点第一个",88.8,A294,"【开始】 288一轨条按住爆五轨二连点
【结束】四轨条中+二轨二连点第一个",44.4,1
anicca anicca,anicca,A303,【开始】按住第二个三轨楼梯条，爆一轨单点+三轨右滑  【结束】二轨单点+四轨条头,B940,【开始】按住第二个三轨楼梯条，爆五轨单点+三轨左滑  【结束】四轨单点+二轨条头,104.6,B940,【开始】按住第二个三轨楼梯条，爆五轨单点+三轨左滑  【结束】四轨单点+二轨条头,52.3,1
anjing 安静,安静,A410,"【开始】 左侧拐条按住爆最后一拐（左）+五轨直条
【结束】五轨左滑+一轨单点",A554,"【开始】 541一轨拐条按住爆右拐+五轨二连点
【结束】一轨右滑+五轨单点",100.5,A554,"【开始】 541一轨拐条按住爆右拐+五轨二连点
【结束】一轨右滑+五轨单点",50.4,1
appleisa apple is a,Apple Is A,A153,【开始】爆1-2轨的2轨单点   【结束】4轨直条尾&2轨单点。,B333,【开始】爆4轨单点   【结束】2轨单点。,71,B333,【开始】爆4轨单点【结束】2轨单点。,37,2
baby baby,Baby*,A126,"【开始】主歌最后，2轨┐爆左滑
【结束】3轨二连点第一个。（非满分）",B340,"【开始】334二轨短直条后，过一轨单点，爆2轨条
【结束】3轨拐条后，1&3轨双点。",62,B340,"【开始】334二轨短直条后，过一轨单点，爆2轨条
【结束】3轨拐条后，1&3轨双点。",31,2
babyboy baby boy,Baby Boy,B449,【开始】爆1-2-3-4第一个1轨单点【结束】1轨单点。,B713,【开始】爆2&4轨双点        【结束】1&3轨双点。,89,B449,【开始】爆1-2-3-4第一个1轨单点 【结束】1轨单点。,45,1
badgirls bad girls,Bad Girls,B511,"【开始】 505四轨短条后，一轨拐条按住过2cb爆
【结束】一轨右滑键后，五轨单点",B651,"【开始】 三轨条尾+五轨单点后，四轨拐条按住爆一轨单点
【结束】五轨左滑键后，一轨右滑键",91.9,B511,"【开始】 505四轨短条后，一轨拐条按住过2cb爆
【结束】一轨右滑键后，五轨单点",46,2
badromance bad romance,Bad Romance,B415,"【开始】3轨大拐条后，爆1轨二连点。
【结束】3&4轨双点紧接4轨二连点。",B483,"【开始】3轨┌后，爆第二组双点：2&4轨双点。
【结束】2&3轨双滑键。",78,B483,"【开始】3轨┌后，爆第二组双点：2&4轨双点。
【结束】2&3轨双滑键。",41,2
baiqishi 白骑士,白骑士,A118,"【开始】歌词“美好的侧脸”后，爆1轨短条（备注）
【结束】3轨二连点。（非满分）",A207,【开始】导歌中间，1轨单点后，爆4轨二连点。（接近双爆）    【结束】2轨短条后，4轨条头。（备注）,70,A118,"【开始】歌词“美好的侧脸”后，爆1轨短条（备注）
【结束】3轨二连点。（非满分）",35,2
baofu 包袱,包袱,B312,"开始:4－3点后，爆二轨左滑条
结束:一轨三连点第三个+三轨条尾",B521,"开始:4－3点后，爆一轨右滑条
结束:二轨单点+四轨条尾",68.9,B312,"开始:4－3点后，爆二轨左滑条
结束:一轨三连点第三个+三轨条尾",34.5,2
barbarbar bar bar bar,bar bar bar,A166,"【开始】二轨左滑键后，爆一轨右滑条+四轨左滑条
【结束】一轨短条尾+三轨单点",B517,"【开始】 二轨左滑条后，爆一轨右滑条+四轨左滑条
【结束】四轨单点",85.5,B517,"【开始】 二轨左滑条后，爆一轨右滑条+四轨左滑条
【结束】四轨单点",43.2,1
bei 悲,悲,A434,"【开始】三轨拐条后，爆一轨跨轨右滑条 
【结束】3&4轨双条中",B1023,"【开始】 二轨拐条后，爆四轨跨轨左滑条
【结束】1&2轨双条中",88.2,A434,"【开始】三轨拐条后，爆一轨跨轨右滑条 
【结束】3&4轨双条中",44.6,1
beiduibeiyongbao 背对背拥抱,背对背拥抱（100）,A360,"【开始】副歌末，一轨滑键后，爆2&4轨双点。（接双条）
【结束】右手条按住，1轨二连点。",B625,"【开始】高潮开，4轨左滑键后，爆2&4轨双点。
【结束】1&3轨双长条尾。",77,A360,"【开始】副歌末，一轨滑键后，爆2&4轨双点。（接双条）
【结束】右手条按住，1轨二连点。",40,2
bemybaby be my baby,Be My Baby,A182,【开始】 过四轨滑建，爆二轨单点。   【结束】一轨+五轨双条尾。,B763,【开始】 过双滑建，爆一轨+四轨双右滑条头。 【结束】双条后，吃到四轨单点。,88,B763,【开始】 过双滑建，爆一轨+四轨双右滑条头。 【结束】双条后，吃到四轨单点。,44,1
biaobai 表白,表白,B290,【开始】爆4轨短条（极）       【结束】2轨¬条左滑尾&3轨右滑建。,B550,【开始】爆第六个3轨单点     【结束】第二次1&4双条尾。,83,B550,【开始】爆第六个3轨单点    【结束】第二次1&4双条尾。,45,2
biaoguoyiti 表裹一体,表裹一体,B837,"【开始】2&4轨双条后，1-2右滑条按住，第一次左拐时爆
【结束】二轨左滑",B1521,"【开始】1516一轨右滑条+五轨左滑键后，爆二轨左滑键+三轨右滑条
【结束】二轨条尾+四轨单点",129.7,B837,"【开始】2&4轨双条后，1-2右滑条按住，第一次左拐时爆
【结束】二轨左滑",65.9,1
bingbing bing bing,Bing Bing,B428,"【开始】三轨单点。
【结束】过四轨二连点，吃到四轨右滑建。",B497,"【开始】四轨条按住2cb爆
【结束】吃完一轨三连点。",57,B428,"【开始】三轨单点。
【结束】过四轨二连点，吃到四轨右滑建。",29,1
bingbing 冰冰,冰冰,A296,"开始:二轨左滑键后，爆一轨条+三轨右滑
结束:一轨右滑条中间",B630,"开始:三轨右滑键后，爆二轨条+四轨点
结束:四轨单点后，二轨单点",79.1,B636,"开始:过二轨条+四轨单点后，爆三轨单点
结束:三轨单点",40,1
blackbird black bird,Black Bird,A162,"【开始】 157三轨短条后，爆五轨左滑条
【结束】五轨左滑键后，三轨点",B959,"【开始】 957一轨短条+三轨点，按1cb爆
【结束】二轨点+五轨左滑键",71,A162,"【开始】 157三轨短条后，爆五轨左滑条
【结束】五轨左滑键后，三轨点",35.9,1
blessu bless u,Bless U,A267,"【开始】二轨短条后，爆四轨拐条
【结束】四轨拐条后，二轨左滑键",B608,"【开始】三轨短条后，爆一轨拐条
【结束】一轨直条后，三轨右滑键",60.2,B608,"【开始】三轨短条后，爆一轨拐条
【结束】一轨直条后，三轨右滑键",30.5,1
bonamana Bonamana,BONAMANA,B398,"【开始】4轨条后，爆1轨右滑条。（极）
【结束】四次二连点后，2&4轨双点。（偷）",B549,"【开始】2轨二连点后，爆1轨短条。
【结束】歌曲结束，2&4轨双点。",78,B398,"【开始】4轨条后，爆1轨右滑条。（极）
【结束】四次二连点后，2&4轨双点。（偷）",39,2
bopeepbopeep bo peep bo peep,Bo Peep Bo Peep,A264,"【开始】四轨单点后，爆2-3-4第一个单点：2轨点。（存）
【结束】A段结束，2轨单点，",B403,"【开始】4轨短条后，过2轨单点，爆1轨短条。
【结束】3轨二连点后，第四个单点：2轨单点",70,B403,"【开始】4轨短条后，过2轨单点，爆1轨短条。
【结束】3轨二连点后，第四个单点：2轨单点",37,2
boys boys,Boys*,A258,"【开始】4轨左滑键后，爆2&3轨双直条。（存）
【结束】A短结束，2&3轨双直条。",B364,"【开始】桥段开，第二个拐条：3轨条马上右滑时爆。
【结束】左手拐条最后一拐：2轨左滑时。",56,B353,"【开始】爆2轨拐条。
【结束】4轨单点。",29,2
braveheart brave heart,Brave Heart(非压爆带极限）,A239,"【开始】过三轨单点，爆二轨左滑条。
【结束】右手拐条后第一个四轨单点。",B736,"【开始】过二轨单点，爆二轨左滑条。
【结束】左手拐条后第一个二轨单点。",88,B736,"【开始】过二轨单点，爆二轨左滑条。
【结束】左手拐条后第一个二轨单点。",49,2
brightspring bright spring,Bright Spring,B322,"【开始】293右拐条后，过三个点，爆2轨二连点。
【结束】2轨点点条：前两单点，",B389,"【开始】1轨长直条后，过一个单，爆1轨单点。
【结束】3轨右滑键。",64,B322,"【开始】293右拐条后，过三个点，爆2轨二连点。
【结束】2轨点点条：前两单点，",34,2
bubblepop bubble pop,Bubble Pop！,A328,【开始】爆1轨短条（存）【结束】A端结束，1&4轨双滑建。,B368,【开始】爆B开后第一次双直条：1&4轨双直条   【结束】4-3-2轨单点后，紧接的2轨左滑建。,73,B401,【开始】第二小句：3-2-3-2爆第一个3轨单点  【结束】4-3-2轨单点后，紧接的2轨左滑建。,37,1
bukezudang 不可阻挡,不可阻挡,B714,"【开始】三轨单点后爆2&4轨双拐条
【结束】一轨点+三轨拐条右滑尾",B825,"【开始】819cb二轨条后爆三轨二连点第二个
【结束】一轨条尾+四轨左滑键",92.4,B825,"【开始】819cb二轨条后爆三轨二连点第二个
【结束】一轨条尾+四轨左滑键",46.3,2
butterfly butter fly,Butter Fly,B794,【开始】爆B开第一次双拐条：2&3轨双条        【结束】1轨&4轨双条中。,B922,【开始】爆2&3轨双条（接近双爆）      【结束】1&4双直条尾。,105,B794,【开始】爆B开第一次双拐条：2&3轨双条      【结束】1轨&4轨双条中。,53,1
caibitou 猜不透,猜不透,A518,"【开始】四轨短条后，二轨拐条按住爆左滑尾
【结束】四轨拐条左滑尾",B935,"【开始】一轨短条后，三轨拐条按住爆右滑尾
【结束】一轨拐条右滑尾",69.2,A518,"【开始】四轨短条后，二轨拐条按住爆左滑尾
【结束】四轨拐条左滑尾",34.6,1
candypop candy pop,Candy Pop（非压爆带极限）,A411,【开始】爆2&4轨双点（存）    【结束】A段结束，2&3双条尾。,B925,【开始】爆1&4轨双点 【结束】1轨条头&3轨单点。,105,B933,【开始】爆第三次双点：2&3轨双点   【结束】右滑尾&4轨条尾。,55,2
caomeishufulei 草莓舒芙蕾,草莓舒芙蕾,B677,"【开始】左手拐条后，4-3-2连点接1轨条按住，爆条中＆4轨点
【结束】",B981,"【开始】右-左两滑键接3轨┌按住，爆右滑尾＆2轨L
【结束】二轨左滑尾+三轨拐条头",102.9,B677,"【开始】左手拐条后，4-3-2连点接1轨条按住，爆条中＆4轨点
【结束】",56.3,2
caoxilianshangyueliang 潮汐恋上月亮,潮汐恋上月亮,B525,"【开始】四轨点后，爆一轨点
【结束】1&4轨双打后，一轨右滑条尾",B644,"【开始】四轨短条后，爆三轨右滑条
【结束】三轨短条中间",64.9,B525,"【开始】四轨点后，爆一轨点
【结束】1&4轨双打后，一轨右滑条尾",33.7,1
castlewalls castle walls,Castle Walls,A307,"开始:二轨单点后，爆一五轨双打
结束:四轨拐条尾+一轨右滑键",B867,"开始:按住五轨条左滑时爆
结束:二五轨双打",133.6,B867,"开始:按住五轨条左滑时爆
结束:二五轨双打",46.5,1
change change,chAngE,A472,【开始】爆第一个3轨单点（存）             【结束】A段结束，2&4轨双条；双左滑尾。,B978,【开始】紧接着爆2&4轨双条    【结束】双拐条后，第一个3轨单点。,90,B1032,【开始】爆第二次双条：1&3轨双条   【结束】2-3-2第二个2轨单点。,47,1
changemyworld change my world,change！ my world,A789,【开始】四轨单点  【结束】二轨长条右滑+五轨长条左滑,B1624,【开始】二轨单点  【结束】1&5轨双条结尾,94.4,B1624,【开始】二轨单点  【结束】1&5轨双条结尾,47.5,1
chenmoguayan 沉默寡言,沉默寡言,A197,"【开始】四轨单点后，爆1-2-3点第一个一轨点
【结束】二轨短条尾",B542,"【开始】一轨单点后，爆4-3-2点一个四轨点
【结束】三轨短条尾",61.4,A197,"【开始】四轨单点后，爆1-2-3点第一个一轨点
【结束】二轨短条尾",30.7,1
chenxiang 沉香,沉香,A348,"开始:二轨拐条后，爆三轨拐条
结束:四轨左滑键",B483,"开始:476一轨按住右滑时爆
结束:三轨条尾+一轨单点",67.1,B483,"开始:476一轨按住右滑时爆
结束:三轨条尾+一轨单点",36.4,2
chuangqianmingyueguang 窗前明月光,窗前明月光,A171,"开始:一轨条后，三轨条按住右滑时爆
结束:二轨二连点后，一轨点",A255,"开始:四轨单点后，四轨条按住3cb爆
结束:二轨拐条尾",60.6,A171,"开始:一轨条后，三轨条按住右滑时爆
结束:二轨二连点后，一轨点",31.7,1
clear clear,CLEAR（50）,A28,【开始】马上爆2&4轨双条     【结束】第一个1轨单点。,B745,【开始】爆2&4轨双条         【结束】3轨单点。,85,B745,【开始】爆2&4轨双条    【结束】3轨单点。,44,1
congqianshuo 从前说,从前说,A128,"【开始】122四轨条后爆第二个二轨点
【结束】二轨短条尾",B428,"【开始】424一轨右滑键后，过2-3-4点，爆三轨点
【结束】一轨单点后，二轨单点",71.1,B428,"【开始】424一轨右滑键后，过2-3-4点，爆三轨点
【结束】一轨单点后，二轨单点",36,2
cradles cradles,Cradles,A291,"开始:三个滑键后，爆一轨单点+三轨右滑条
结束:三五轨左滑键",B767,"开始:三轨滑键后，爆三轨左滑条+五轨单点
结束:一轨右滑键+三轨单点",81.8,A291,"开始:三个滑键后，爆一轨单点+三轨右滑条
结束:三五轨左滑键",40.9,1
crazy crazy,Crazy,A100,"【开始】双打后过4-2-4-1点后，爆五轨二连点
【结束】2&5轨双打后，三轨单点",B523,"【开始】520cb一轨二连点接四轨单点后，爆2&5轨双打
【结束】二轨短条后，第二组双打：1&4轨双打",94,A100,"【开始】双打后过4-2-4-1点后，爆五轨二连点
【结束】2&5轨双打后，三轨单点",47,1
createch  crea tech,Crea-Tech,A598,"【开始】 576起一轨长条+右手散点，爆条结束后的第四个点（4轨）
【结束】3-2点后，第一个四轨拐条左滑尾",B738,"【开始】 B开，爆一轨拐条
【结束】一轨短条结束+三轨点",156.1,B738,"【开始】 B开，爆一轨拐条
【结束】一轨短条结束+三轨点",79.7,1
crossingfield crossing field,crossing field,B1657,【开始】过四轨短条，爆二轨+四轨双外滑条头  【结束】1&3轨双条尾（假）,B1831,【开始】过二四轨双条，爆2&4轨双点  【结束】连续三堆双点吃到最后一对：1&3轨双点,133.6,B1831,【开始】过二四轨双条，爆2&4轨双点  【结束】连续三堆双点吃到最后一对：1&3轨双点,69.8,1
daoying 倒影,倒影,A238,"【开始】一轨条后爆四轨点
【结束】4-3-4点第三个：四轨点",B570,"【开始】四轨条后爆一轨点
【结束】1-2-1点第三个：一轨点",62,A238,"【开始】一轨条后爆四轨点
【结束】4-3-4点第三个：四轨点",31,1
dayishujia 大艺术家,大艺术家（困难版）,B809,【开始】爆3轨三连点  【结束】2&4轨双条尾。,B922,【开始】爆1&3轨双点            【结束】2&4轨双条中。,115,B883,【开始】爆1&3轨连续双点   【结束】2&4轨双条尾。,59,1
dearfuturehusband dear future husband,Dear Future Husband,A159,【开始】爆1轨单点         【结束】2轨左滑建&4轨条尾。,B461,【开始】爆1轨г条尾        【结束】1轨条中。,76,B461,【开始】爆1轨г条尾            【结束】1轨条中。,38,1
diqiutaolijihua 地球逃离计划,地球逃离计划,B304,"【开始】B开过三个点，爆一轨单点
【结束】一轨单点后，二轨短条头",B541,"【开始】二轨单点后，四轨条按住过10cb爆
【结束】一轨短条尾+四轨单点",61.3,B304,"【开始】B开过三个点，爆一轨单点
【结束】一轨单点后，二轨短条头",30.7,1
dontgo don't go,Don't Go,A163,"开始:空气后，爆三五轨双打
结束:一轨二连点第二个+四轨右滑键",B793,"开始:三轨单点后，二轨条按住爆条尾+五轨单点
结束:四轨条尾+一轨点",78.5,A163,"开始:空气后，爆三五轨双打
结束:一轨二连点第二个+四轨右滑键",39.4,1
dontwakemeup don't wake me up,Don't Wake Me Up,B327,"【开始】B开，一轨拐条按住爆条尾+四轨单点
【结束】二轨拐条尾+四轨单点",B465,"【开始】二轨单点后，爆三轨拐条
【结束】三轨单点",59,B465,"【开始】二轨单点后，爆三轨拐条
【结束】三轨单点",29.6,1
dtm dtm,D.T.M,A144,"【开始】 一轨单点后，爆2&4轨双打
【结束】1&3轨双打",A203,"【开始】 二轨单点后，爆3&5轨双打
【结束】2&4轨双打",67,A144,"【开始】 一轨单点后，爆2&4轨双打
【结束】1&3轨双打",33.5,1
duoshaogeyuzhou 多少个宇宙,多少个宇宙,A215,"【开始】 204三轨拐条按住，爆条尾+二轨拐条
【结束】右长条拐条最后一拐+第三个滑键",B592,"【开始】580二轨拐条按住，爆结尾右滑+四轨拐条 
【结束】左长拐条最后一拐+第三个滑键",88.3,B592,"【开始】580二轨拐条按住，爆结尾右滑+四轨拐条 
【结束】左长拐条最后一拐+第三个滑键",44.3,1
duoyoudarao 多有打扰,多有打扰,A290,"【开始】四轨点后，爆三轨点（存）
【结束】三轨短条尾，中场",B407,"【开始】三轨点后，爆二轨点，接三轨拐条
【结束】1&4轨双打",73.8,B430,"【开始】一轨右滑键后，爆四轨左滑键
【结束】2&3轨双条尾",39.8,2
dura dura,Dura（100）,A475,【开始】第6声Dura：爆1&4轨双条（存）【结束】2&3轨双点、,B738,【开始】2轨钩子条左滑时爆&4轨单点     【结束】左手第三个ㄈ尾&4轨单点。,96,B784,【开始】爆左滑尾&1轨单点  【结束】左手第三个ㄈ尾&4轨单点。,49,1
enemy enemy,Enemy,B617,"【开始】615cb一轨右滑键+四轨单点后，爆1&4轨拐条
【结束】四轨左滑尾+一轨条头",B1121,"【开始】1111cb2&3轨双滑条后爆1轨条&4轨左滑条
【结束】一轨右滑尾+四轨单点",103.1,B617,"【开始】615cb一轨右滑键+四轨单点后，爆1&4轨拐条
【结束】四轨左滑尾+一轨条头",54.3,1
faded faded,Faded（困难版）,A358,【开始】一轨长条 四轨长条     【结束】2轨条左滑尾&4轨单点。,B788,【开始】二轨单点             【结束】2轨单点。,87,B788,【开始】二轨单点   【结束】2轨单点。,44,1
feiniaoyuwu 飞鸟与雾,飞鸟与雾,A201,"【开始】 三轨右滑键后，爆三轨左滑条+四轨短条
【结束】双拐条中（一轨右滑）",B834,"【开始】 二轨左滑键后，爆四轨左滑条+一轨短条
【结束】双拐条中（四轨左滑）",91.8,A201,"【开始】 三轨右滑键后，爆三轨左滑条+四轨短条
【结束】双拐条中（一轨右滑）",46.2,1
fengdeyanse 风的颜色,风的颜色,B486,"【开始】 482cb二轨条后爆三轨点
【结束】四轨单点",B573,"【开始】2-3-2-2连点后紧接着3轨条按住马上右滑时爆
【结束】2轨L后，散点全吃完",82.1,B573,"【开始】2-3-2-2连点后紧接着3轨条按住马上右滑时爆
【结束】2轨L后，散点全吃完",41.1,1
fenxianggeisheine 分享给谁呢,分享给谁呢,A210,"【开始】四轨短条后，爆第三个点：二轨单点
【结束】三轨二连点后，一轨二连点第二个",B433,"【开始】一轨短条后，爆第三个点：三轨单点
【结束】二轨二连点后，四轨二连点第二个",57,A210,"【开始】四轨短条后，爆第三个点：二轨单点
【结束】三轨二连点后，一轨二连点第二个",28.5,1
fightforyou fight for you,Fight For You（潘玮柏）(20）,A58,【开始】1&4轨双条按住，过8cb爆       【结束】1&4轨双条尾。,B639,【开始】B开，爆1&4轨双条 【结束】1&4轨双条中。,104,B639,【开始】B开，爆1&4轨双条      【结束】1&4轨双条中。,52,1
firefly firefly,firefly,B638,【开始】二轨右滑后，按住三轨+五轨爆双左滑  【结束】2&4轨双条右滑,B892,【开始】滑键后，过右手条，爆1&3轨双条头  【结束】过一轨五轨双内滑，吃到第一对双点：2&4轨双点,107.8,B892,【开始】滑键后，过右手条，爆1&3轨双条头  【结束】过一轨五轨双内滑，吃到第一对双点：2&4轨双点,54.4,2
flowerdance flower dance,Flower Dance（困难版）,B404,【开始】爆3轨大拐条      【结束】3轨右滑建。,B462,【开始】2-3-4爆第三个：4轨点【结束】500后第二个3轨单点。,84,B404,【开始】爆3轨大拐条 【结束】3轨右滑建。,43,1
fomo fomo,FOMO,A210,"【开始】 202四轨二连点后，过一轨短条，三轨短条按住过2cb爆
【结束】三轨单点后，二轨单点",A285,"【开始】 三轨短条后，一轨短条按住2cb爆
【结束】四轨单点后，三轨单点",69.6,A263,"【开始】 一轨短条后，过四轨左滑键，爆二轨单点
【结束】四轨短条尾+三轨单点",35.5,1
fuzhongyiwanjinzhangda 负重一万斤长大,负重一万斤长大,B738,"【开始】 三轨单点后，爆2&4轨双打
【结束】五轨短条尾+一轨单点",B829,"【开始】 三轨单点后，爆二轨左滑键+四轨直条
【结束】2&4轨双打后，1&3轨双打",70.4,B829,"【开始】 三轨单点后，爆二轨左滑键+四轨直条
【结束】2&4轨双打后，1&3轨双打",35.7,1
gaobai 告白,告白,A234,"【开始】228一轨点+四轨条后爆二轨二连点
【结束】二轨单点后，三轨单点",B513,"【开始】三轨拐条后，爆一轨单点
【结束】2-1-2点第三个：二轨点",56.6,B513,"【开始】三轨拐条后，爆一轨单点
【结束】2-1-2点第三个：二轨点",28.4,1
gee gee,Gee【20】,A187,【开始】爆1&4轨的双条     【结束】3轨单点。,A551,【开始】爆第三次点+条：1轨单点&4轨短直条              【结束】2轨单点后，第一组双点。,96,A187,【开始】爆1&4轨的双条【结束】3轨单点。,43,1
gentleman gentleman,Gentleman,A293,"【开始】 287 1&4双打后，爆第二个二轨单点
【结束】A段结束，二轨左滑条尾+四轨右滑条尾",B682,"【开始】 2&3轨双短条后，爆四轨右滑键
【结束】3&5轨双长条结束",72.4,B682,"【开始】 2&3轨双短条后，爆四轨右滑键
【结束】3&5轨双长条结束",37.2,1
getitonthefloor get it on the floor,get it on the floor,A238,【开始】爆右手条第二拐：四轨右滑  【结束】右手条第三拐：五轨左滑+1轨单点,A381,【开始】过一轨滑键，爆四轨单点接条  【结束】三轨条尾+五轨单点,93.7,A238,【开始】爆右手条第二拐：四轨右滑  【结束】右手条第三拐：五轨左滑+1轨单点,48.6,1
gogo go go,GO GO,B579,"【开始】577五轨单点后，过二轨右滑键，爆一轨右滑键 
【结束】一轨右滑条后，四轨单点",B819,"【开始】 三轨拐条后，一轨拐条按住右滑时爆
【结束】二轨右滑条第二次左滑",99.4,B819,"【开始】 三轨拐条后，一轨拐条按住右滑时爆
【结束】二轨右滑条第二次左滑",51,1
