ID,SONG,DOT1,DISC1,DOT2,DISC2,DOUBLE,DOT,DISC,SINGLE,ABI
oh oh,oh！,B301,"【开始】 五轨单点后，爆二轨二连点第一个
【结束】1&4轨双长条结束",B418,"【开始】 四轨二连点后，爆一轨二连点第一个
【结束】二轨长条尾+五轨单点",73.5,B418,"【开始】 四轨二连点后，爆一轨二连点第一个
【结束】二轨长条尾+五轨单点",36.9,1
onenightinshang one night inshang,One Night In Shang,A159,"【开始】154三轨短条后爆一轨二连点
【结束】一轨二连点第二个",B464,"【开始】三轨拐条后，爆二轨单点
【结束】二轨条头",62.8,A159,"【开始】154三轨短条后爆一轨二连点
【结束】一轨二连点第二个",33.2,1
overloved overloved,Overloved,A203,"【开始】四轨条后，过小段空气，爆一轨右滑键+四轨点
【结束】三轨右滑条后，一轨右滑条接近结尾",496,"【开始】一轨条后，过小段空气，爆四轨左滑键+一轨点
【结束】二轨左滑条后，四轨左滑条接近结尾",74.2,A203,"【开始】四轨条后，过小段空气，爆一轨右滑键+四轨点
【结束】三轨右滑条后，一轨右滑条接近结尾",37.1,2
oxiangwanwansui 偶像万万岁,偶像万万岁,A66,【开始】爆第二个4轨单点    【结束】2&3轨双点。,B455,【开始】爆1&4轨双点     【结束】4轨直条中。,63,A66,"【开始】爆第二个4轨单点
【结束】2&3轨双点。",32,1
pajianfeihua 怕见飞花,怕见飞花,A195,"【开始】186二轨二连点后，三轨拐条按住，爆右滑
【结束】一轨短条头+四轨点",A290,"【开始】一轨短条后，285四轨拐条，按住爆左滑+一轨长条
【结束】一轨点+四轨短条头",64.4,A290,"【开始】一轨短条后，285四轨拐条，按住爆左滑+一轨长条
【结束】一轨点+四轨短条头",33.4,1
paleblue pale blue,Pale Blue,A671,"【开始】 二轨短条后，爆2&4轨双拐条（存）
【结束】2&4轨双拐条尾",B1101,"【开始】 二轨短条后，四轨拐条第一次右滑时爆
【结束】1&4轨双打后，二轨拐条右滑+三轨长条中间",86.5,A203,"【开始】 197四轨短条尾+二轨单点后，爆三轨单点
【结束】四轨拐条最后一次左拐",43.2,1
perfeicttime perfect time,perfect time,A243,"【开始】二轨左滑键后，爆三轨右滑键
【结束】二轨单点后，2&4轨双打",B376,"【开始】二轨左滑键后，爆三轨二连点
【结束】1&3轨双打后，2&4轨双打",57,B376,"【开始】二轨左滑键后，爆三轨二连点
【结束】1&3轨双打后，2&4轨双打",29,1
playground playground,Playground,A218,"【开始】 216一轨右滑键后，过三轨单点，爆一轨右滑条+五轨单点
【结束】一轨单点+四轨右滑条尾",A345,"【开始】 343四轨左滑键后，过二轨单点，爆一轨单点+五轨左滑条
【结束】二轨左滑条尾+五轨单点",99.8,A218,"【开始】 216一轨右滑键后，过三轨单点，爆一轨右滑条+五轨单点
【结束】一轨单点+四轨右滑条尾",49.9,1
playwopei play 我呸,Play 我呸（50）,B637,"【开始】右手 L 条后，爆第四个2轨单点。（双爆）
【结束】3轨三连点。（非满分）（备注）",,,99,B716,【开始】爆4轨二连点接条,52,1
posuiderenqingting 破碎的人请听,破碎的人请听,A276,"【开始】四轨短条后，爆二轨单点
【结束】1&4轨双条尾",B611,"【开始】四轨单手，爆二轨单点
【结束】四轨单点",55.6,B611,"【开始】四轨单手，爆二轨单点
【结束】四轨单点",27.9,1
Q? Q？,Q？,B816,"【开始】 806起两组双打后，一轨短条按住，爆右滑尾+四轨点
【结束】散点中最后一组双打：1&3轨双打",B1084,"【开始】 1069一轨拐条后，爆二轨短条+四轨左滑键
【结束】三轨右滑条尾+一轨二连点第一个",103.8,B816,"【开始】 806起两组双打后，一轨短条按住，爆右滑尾+四轨点
【结束】散点中最后一组双打：1&3轨双打",53,1
qianqiudiemeng 千秋迭梦,千秋迭梦,A402,"【开始】 四轨短条尾和二轨右滑键后，一轨短条按住过2cb爆
【结束】二轨拐条尾+四轨长条尾",B1023,"【开始】 一轨短条和三轨左滑键后，四轨短条按住过2cb爆
【结束】三轨拐条尾+一轨长条尾",80.7,A402,"【开始】 四轨短条尾和二轨右滑键后，一轨短条按住过2cb爆
【结束】二轨拐条尾+四轨长条尾",40.5,1
qingniao 青鸟,青鸟,A467,【开始】  连续滑键+点后，爆1轨大拐条&4轨点。（存）    【结束】A段结束，2&3轨点。（偷）,B959,【开始】爆2轨左滑条&3轨右滑键            【结束】左手条按住，4轨左滑建。,114,B959,【开始】爆2轨左滑条&3轨右滑键    【结束】左手条按住，4轨左滑建。,57,1
qiniandeai 七年的爱,七年的爱【20、50】,B349,【开始】4轨直条后，马上爆1&3轨双点             【结束】1&4轨双点。,B573,【开始】四个单点后，爆4轨短条（极）        【结束】2&3轨双点。,101,B573,【开始】四个单点后，爆4轨短条（极）     【结束】2&3轨双点。,57,2
qishijingshen 骑士精神,骑士精神,A416,"【开始】 散点后二轨左滑条按住爆四轨右滑条
【结束】一轨单点后，四轨单点",B745,"【开始】 过739cb二轨短条+五轨点后，爆一轨点+四轨右滑条
【结束】四轨左滑键",92.3,A416,"【开始】 散点后二轨左滑条按住爆四轨右滑条
【结束】一轨单点后，四轨单点",49.8,1
quanshini 全是你,全是你,A191,"开始:二轨点接条后，四轨条按住2cb爆
结束:三轨右滑尾",B508,"开始:三轨点接条后，一轨条按住2cb爆
结束:二轨右滑尾",64.2,B508,"开始:三轨点接条后，一轨条按住2cb爆
结束:二轨右滑尾",32.1,1
rainbow rainbow,Rainbow,A315,"【开始】三轨单点接直条按住2cb爆
【结束】三轨右滑尾",B603,"【开始】594一轨直条按住右滑时爆
【结束】三轨条右拐",70.1,B603,"【开始】594一轨直条按住右滑时爆
【结束】三轨条右拐",35.4,1
remembertonight remember tonight,Remember Tonight,A155,"【开始】153cb三轨右滑键后，三轨短条按住2cb爆
【结束】二轨条尾+最后一个四轨单点",B761,"【开始】755cb二轨左滑键+三轨条后，爆一轨点
【结束】四轨单点后，三轨单点",78.5,B761,"【开始】755cb二轨左滑键+三轨条后，爆一轨点
【结束】四轨单点后，三轨单点",39.6,1
renjianzhongzhong 人间种种,人间种种,A554,"【开始】 二轨短条后，过四轨单点，爆四轨拐条第一次左滑（存）
【结束】A段结束，一轨右滑键+五轨单点",B857,"【开始】 二轨短条后过四轨单点，爆四轨拐条第一次左滑
【结束】二轨单点+四轨右滑键后第二个点：5轨点",78,B905,"【开始】 899一轨短条+四轨单点后，爆四轨短条+一轨右滑键
【结束】五轨拐条后，2&5轨双打",38.6,1
rightnow right now,Right Now,B415,"【开始】B开左手调按住，左滑时爆。
【结束】双拐条尾：1&4轨双内滑条。（备注）",B556,"【开始】空气后，1轨条按住，爆右滑时。
【结束】4轨三连点第一个。（非满分）",74,B415,"【开始】B开左手调按住，左滑时爆。
【结束】双拐条尾：1&4轨双内滑条。（备注）",39,1
rollingstar rolling star,Rolling Star*,A509,【开始】1轨拐条第一次右滑时爆（存）     【结束】A段双长条最后两个拐弯。,B1118,【开始】爆2&3轨双长条头   【结束】双右滑时。,108,B1164,【开始】左滑时爆       【结束】双右滑尾。,55,2
rolypoly roly poly,Roly-Poly（非压带极限）,B480,"【开始】 五轨短条后，爆二轨单点
【结束】五轨拐条尾+一轨单点",B576,"【开始】 四轨右滑键后，爆五轨拐条头
【结束】五轨单点后，一轨单点",,B524,"【开始】 五轨左滑键后，一轨拐条按住第一次右滑时爆
【结束】一轨长条中间+第一个五轨单点",37.1,2
rookie rookie,Rookie,A251,【开始】爆2轨单点&4轨条 【结束】第二组1-2-3-4的第一个1轨单点。,B456,【开始】爆1轨条&3轨单点      【结束】右手条后，1轨第二个单点。,84,B456,【开始】爆1轨条&3轨单点【结束】右手条后，1轨第二个单点。,42,1
ruguoyihou 如果以后,如果以后,A316,"【开始】313二轨左滑键后，过四轨单点，三轨短条按住过2cb爆
【结束】二轨拐条后，四轨单点",B586,"【开始】583三轨右滑键后，过一轨单点，二轨短条按住过2cb爆
【结束】三轨拐条后，一轨单点",63.1,B586,"【开始】583三轨右滑键后，过一轨单点，二轨短条按住过2cb爆
【结束】三轨拐条后，一轨单点",31.7,1
run2u run2u,RUN2U,A264（存）,"开始:三轨条后，爆一轨二连点第一个
结束:A段结束
",B452,"开始:四轨条后，爆一轨点
结束:二轨条接近条尾
",64,B452,"开始:四轨条后，爆一轨点
结束:二轨条接近条尾",33.1,1
sanguolian 三国恋,三国恋,A196,"开始:四轨长条按住爆一轨二连点第二个
结束:一轨+四轨双滑尾",B715,"开始:一轨条按住爆第一个四轨单点
结束:二四轨双条尾",92.7,B717,"开始:一轨条按住7cb爆
结束:一四轨拐条双滑尾",48.1,1
santaforyou santa for you,Santa for you,A190,"【开始】 三轨拐条后，一轨拐条按住左滑时爆
【结束】一轨拐条欧，2&4轨双打",B535,"【开始】 二轨二连点后，三轨拐条按住爆右滑尾
【结束】1&3轨双短条尾",65.7,B535,"【开始】 二轨二连点后，三轨拐条按住爆右滑尾
【结束】1&3轨双短条尾",33.6,1
sanyuexinjian 三月信笺,三月信笺,A286,"【开始】 四轨单点后，三轨拐条按住1cb爆
【结束】三轨右滑键",B698,"【开始】 687cb一轨点+三轨条后，过二轨点，二轨拐条按住爆左滑尾
【结束】二轨拐条尾+四轨拐条左滑尾",67.8,A286,"【开始】 四轨单点后，三轨拐条按住1cb爆
【结束】三轨右滑键",33.9,1
shanchuwangji 删除忘记,删除忘记,A192,"【开始】三轨右滑键后，爆二轨单点 
【结束】四轨左滑尾",B720,"【开始】 714cb四轨拐条后，爆一轨单点
【结束】三轨左滑尾",82,B720,"【开始】 714cb四轨拐条后，爆一轨单点
【结束】三轨左滑尾",41.6,1
shandian 闪电,闪电,A191,"【开始】 187cb三轨单点后，过两个二轨左滑键，爆三轨单点
【结束】1&3轨双条尾",B556,"【开始】 四轨二连点后，爆一轨单点
【结束】二轨左滑条尾+三轨条尾",89.5,B556,"【开始】 四轨二连点后，爆一轨单点
【结束】二轨左滑条尾+三轨条尾",45.4,2
shangxiazuoyou 上下左右,上下左右,A638,"【开始】 4轨条起钩子接1轨条按住，爆条中＆3轨┙（存）
【结束】2&4轨双打",B949,"【开始】 三轨单点后，爆一轨单点+三轨拐条
【结束】一轨二连点第二个",104,B949,"【开始】 三轨单点后，爆一轨单点+三轨拐条
【结束】三轨条中间",52.4,1
shanjian 删减,删减,A245,"【开始】三轨短条后，爆二轨单点
【结束】二轨二连点后，一轨单点",B540,"【开始】二轨短条后，爆三轨单点
【结束】三姑二连点后，四轨单点",61,A245,"【开始】三轨短条后，爆二轨单点
【结束】二轨二连点后，一轨单点",30.5,1
shenmeshenme 什么什么,什么什么,A100,【开始】右滑时爆  【结束】4-3-2后，3-2-1第二个点。,B375,【开始】左滑时爆    【结束】1-2-3后，2-3-4第二个点。,80,A100,"【开始】右滑时爆
【结束】4-3-2后，3-2-1第二个点。",40,1
shiori shiori,SHIORI,A384,【开始】爆左手条第一拐：一轨长条右滑+五轨单点  【结束】左手条第五拐：二轨左滑+四轨二连点第一个,B1275,【开始】双滑键后，直接爆四轨长条右滑  【结束】五轨条中+一轨二连点后第一个一轨单点,133.1,B1275,【开始】双滑键后，直接爆四轨长条右滑  【结束】五轨条中+一轨二连点后第一个一轨单点,66.9,1
shitianyi 是天意,是天意,A267,"开始:三轨条按住右滑时爆
结束:二轨单点后，三轨单点",B645,"开始:二轨条按住左滑时爆
结束:三轨单点后，二轨单点",64,B645,"开始:二轨条按住左滑时爆
结束:三轨单点后，二轨单点",32,1
shuixian 水仙,水仙,B790,【开始】过780四轨短条，爆第一对双打：1&3轨双点  【结束】二轨条头+三轨单点,B1081,【开始】过1070两个双打后，爆第四个二轨单点  【结束】三轨二连点第一个,87.3,B790,【开始】过780四轨短条，爆第一对双打：1&3轨双点  【结束】二轨条头+三轨单点,49.3,1
shunzhefengdefangxiang 顺着风的方向,顺着风的方向,A162,"【开始】 二轨左滑键后，过四轨单点，爆三轨单点
【结束】1&4轨双条尾",B679,"【开始】 二轨短条后，三轨右滑条按住左滑时爆
【结束】五轨单点后，四轨单点",81.7,B679,"【开始】 二轨短条后，三轨右滑条按住左滑时爆
【结束】五轨单点后，四轨单点",41,1
sixfeetunder six feet under,Six Feet Under,A216,"【开始】三轨条后，爆一轨拐条
【结束】一轨单点+四轨条左滑",B523,"【开始】三轨条后，爆一轨拐条
【结束】一轨单点+四轨条左滑",65.2,B523,"【开始】三轨条后，爆一轨拐条
【结束】一轨单点+四轨条左滑",33.1,2
skaterboy skater boy,skater boy,B724,"【开始】 715五轨直条后，爆二轨单点
【结束】一轨拐条后，四轨单点",B873,"【开始】 四轨单点后，二轨拐条按住左滑时爆
【结束】拐条后，五轨单点",80,B873,"【开始】 四轨单点后，二轨拐条按住左滑时爆
【结束】拐条后，五轨单点",41.3,1
sorrysorry sorry sorry,sorry sorry,A98,"【开始】五轨条按住左滑时爆
【结束】连续2个滑键后，二轨单点",A345,"【开始】1&3轨双打后，爆2&4轨双打
【结束】双打吃完",99,A345,"【开始】1&3轨双打后，爆2&4轨双打
【结束】双打吃完",50,1
sparkingdaydream sparking daydream,Sparking Daydream（100）,A338,【开始】爆2&3轨双条【结束】4轨单点。,B979,【开始】爆左手下来第一个单点：1轨单点【结束】4轨单点。,112,A338,【开始】爆2&3轨双条       【结束】4轨单点。,56,1
stay stay,STAY,A162,"开始:一轨条按住爆五轨单点
结束:一五轨双条尾",B626,"开始:五轨条按住爆一轨单点
结束:一五轨双条尾",90,A162,"开始:一轨条按住爆五轨单点
结束:一五轨双条尾",45,1
strong strong,strong,A388,【开始】爆第二个一轨条头+三轨单点  【结束】三轨至一轨左滑条头+五轨单点,B1098,【开始】爆第二个三轨单点+五轨条头  【结束】一轨单点+三轨至五轨右滑条头,113.2,A388,【开始】爆第二个一轨条头+三轨单点  【结束】三轨至一轨左滑条头+五轨单点,56.6,1
sweettalker sweet talker,SWEET TALKER,A404,【开始】爆2&3轨双条    【结束】A端结束，2&3轨双外滑建。,B978,【开始】爆1&4轨双条      【结束】4轨点接条按住，2轨左滑建。,112,B978,【开始】爆1&4轨双条              【结束】4轨点接条按住，2轨左滑建。,56,1
takeit take it,Take it,A308,"【开始】 小段空气后，爆2-3-4点第三个：四轨单点
【结束】二轨短条后，1&4轨双打",A418,"【开始】 四轨拐条后，爆二轨拐条左滑尾
【结束】第二组1&3轨双打",105.3,A418,"【开始】 四轨拐条后，爆二轨拐条左滑尾
【结束】第二组1&3轨双打",53,2
tashouheng 他守恒,他守恒,A379（存）,"开始:五轨条按住爆左滑+三轨条
结束:一轨拐条尾",B770,"开始:二轨短条后，爆三轨条+四轨右滑条
结束:二轨二连点后，五轨单点",73,A310,"开始:四轨条后，爆二轨左滑条+三轨条
结束:二四轨条中",36.2,1
telephone telephone,Telephone,A126,"【开始】副歌开，爆2轨左滑条。
【结束】右手拐条后，1轨单点。",B460,"【开始】第一个左匚条：爆右滑尾。
【结束】右手匚条后，4轨三连点。（备注）",62,A126,"【开始】副歌开，爆2轨左滑条。
【结束】右手拐条后，1轨单点。",31,1
tesihezhizan 特斯河之赞,特斯河之赞,A246,"【开始】239一轨拐条后，过三轨点爆一轨点
【结束】2&4轨双条尾，中场",B336,"【开始】B开，爆四轨长条
【结束】一轨单点后，三轨点",77.6,B336,"【开始】B开，爆四轨长条
【结束】一轨单点后，三轨点",39.4,1
theboys the boys,The Boys,B413,"【开始】五轨短条后，爆第三个点：一轨点
【结束】二轨长条尾+四轨单点",B570,"【开始】三轨左滑键后，一轨拐条按住2cb爆
【结束】五轨单点后，二轨单点",86.3,B413,"【开始】五轨短条后，爆第三个点：一轨点
【结束】二轨长条尾+四轨单点",47.5,2
thrillriseheartless thrill rise heartless,"thrill,rise heartless",A470,【开始】459四轨短条后，过一个滑键，爆1轨右滑+四轨条头  【结束】2&4轨长条双右滑,B1358,【开始】一轨C形条右滑尾+四轨右滑键  【结束】二轨条右滑+五轨单点,140.5,A470,【开始】459四轨短条后，过一个滑键，爆1轨右滑+四轨条头  【结束】2&4轨长条双右滑,82.1,1
tianliangyiqianshuozaijian 天亮以前说再见,天亮以前说再见,A226,"【开始】 三轨短条后，爆3&4轨双打
【结束】1&3轨双打",B630,"【开始】 2&3轨双打后，爆二轨左滑条+三轨短条
【结束】3&5双打后，三轨左滑条头+五轨左滑条头",94.2,B630,"【开始】 2&3轨双打后，爆二轨左滑条+三轨短条
【结束】3&5双打后，三轨左滑条头+五轨左滑条头",47.4,2
tiaowudeyueguang 跳舞的月光,跳舞的月光,A263,"【开始】二轨左滑键后，按住一轨条爆条尾+三轨拐条
【结束】一轨右滑键后，2&4轨双打",B823,"【开始】三轨右滑键后，一轨条按住过3cb爆
【结束】三轨拐条最后一拐",81.4,B823,"【开始】三轨右滑键后，一轨条按住过3cb爆
【结束】三轨拐条最后一拐",41.6,1
tiaozhan 挑战,挑战,A165,"【开始】三轨短条后，爆四轨拐条 
【结束】二轨短条中间+三轨拐条尾",B542,"【开始】 三轨短条后，一轨拐条按住第一次右滑时爆
【结束】二轨拐条+三轨短条接近结尾",88,B542,"【开始】 三轨短条后，一轨拐条按住第一次右滑时爆
【结束】二轨拐条+三轨短条接近结尾",44.6,2
timber timber,Timber,B404,"【开始】3轨滑键后，爆1-2-3第一个：1轨单点。
【结束】1轨三连点后，2轨三连点第一个。（备注）",B505,"【开始】2-3-4爆第三个：4轨单点。
【结束】歌曲结束，4轨单点。（备注）",89,B505,"【开始】2-3-4爆第三个：4轨单点。
【结束】歌曲结束，4轨单点。（备注）",48,2
tingdun 停顿,停顿,A316,"【开始】一轨二连点后，爆2&3轨双打
【结束】四轨二连点第一个",B621,"【开始】四轨二连点后，爆2&3轨双打
【结束】一轨二连点第一个",61.4,A316,"【开始】一轨二连点后，爆2&3轨双打
【结束】四轨二连点第一个",30.7,1
tothebeginning to the beginning,to the beginning,A332,【开始】爆第一个2轨短直条     【结束】2&3轨双直条中。,B1144,【开始】第一条+后，4轨直条按住，过2cb爆            【结束】歌曲结束，2&3轨直条尾。,88,B1144,【开始】第一条+后，4轨直条按住，过2cb爆   【结束】歌曲结束，2&3轨直条尾。,46,1
veryveryvery very very very,very very very,A563,【开始】过一轨短条，爆四轨单点  【结束】二轨单点,B1252,【开始】散点过后，爆第四个短直条：一轨条  【结束】1&4轨双点,83.7,B1252,【开始】散点过后，爆第四个短直条：一轨条  【结束】1&4轨双点,42.7,1
victory victory,victory（困难版）,A705,【开始】双拐条内滑后，爆一轨条头+五轨左滑键  【结束】五轨长条第一次左滑,B1280,【开始】过1269五轨拐条，爆第二个二轨单点  【结束】二轨条左滑尾+五轨条中,163.7,B1280,【开始】过1269五轨拐条，爆第二个二轨单点  【结束】二轨条左滑尾+五轨条中,91.3,1
wadada wa da da,WA DA DA ,A218,"【开始】一轨单点接短条后，过三轨单点爆三轨拐条
【结束】三轨拐条最后一拐：三轨左滑",B538,"【开始】二轨单点接短条后，爆四轨二连点第一个
【结束】二轨短条头",79.7,A218,"【开始】一轨单点接短条后，过三轨单点爆三轨拐条
【结束】三轨拐条最后一拐：三轨左滑",42.9,2
wakeup wake up,Wake up！,A224,【开始】爆2&4轨双条（极）    【结束】2轨左滑建。,B825,【开始】爆1轨条&3轨单点    【结束】左手条后，第一组2&4轨双点。,113,A224,【开始】爆2&4轨双条（极）    【结束】2轨左滑建。,59,1
wangfei 王妃,王妃,B405,"【开始】三个滑键后，过双点，爆1&4轨双条。
【结束】第二组双点：1&4轨双点。",B635,"【开始】4个滑键后，爆1轨条。
【结束】歌曲结束，2轨条尾。",76,B635,"【开始】4个滑键后，爆1轨条。
【结束】歌曲结束，2轨条尾。",39,2
wanna wanna,Wanna,A192,"【开始】二轨条后，爆一轨条+四轨右滑条
【结束】三轨短条后，第二个四轨点",B664,"【开始】四轨条后，爆二轨左滑条+五轨条
【结束】三轨短条后，第二个二轨点",84.6,A192,"【开始】二轨条后，爆一轨条+四轨右滑条
【结束】三轨短条后，第二个四轨点",42.3,1
wanxiaheshaonian 晚霞和少年,晚霞和少年,A252,"【开始】一轨短条后，爆三轨单点
【结束】二轨拐条右滑尾",B503,"【开始】四轨短条后，爆二轨单点
【结束】三轨拐条左滑尾",60.6,A253,"【开始】一轨短条后，爆三轨单点
【结束】二轨拐条右滑尾",30.3,1
waytogo way to go,way to go,A249,"【开始】240两组双打后，过二轨左滑键+五轨条，爆条尾一轨点
【结束】1&5轨双条尾",B810,"【开始】800两组双打后，过一轨短条+四轨右滑键，爆条尾五轨点
【结束】1&5轨双条尾",110.6,A249,"【开始】240两组双打后，过二轨左滑键+五轨条，爆条尾一轨点
【结束】1&5轨双条尾",55.3,1
weapon weapon,Weapon,A421,"开始:二轨左滑键后，爆三轨单点
结束:二五轨双打",B994,"开始:四轨右滑键后，爆三轨单点
结束:一四轨双打",103.4,B421,"开始:二轨左滑键后，爆三轨单点
结束:二五轨双打",51.7,1
wendetaibizhen 吻得太逼真,吻得太逼真,B808,"【开始】 四轨拐条后，二轨拐条按住左滑后过1cb爆
【结束】一轨拐条最后一次右滑+三轨拐条右滑尾",B949,"【开始】 二轨拐条后，过小段空气，爆一轨拐条+五轨单点
【结束】五轨拐条中间+二轨单点",100.1,B808,"【开始】 四轨拐条后，二轨拐条按住左滑后过1cb爆
【结束】一轨拐条最后一次右滑+三轨拐条右滑尾",51.3,1
wenxin 问心,问心,B748,"【开始】 一轨单点后，二轨拐条按住过9cb爆
【结束】三轨二连点后，一轨右滑条头",B859,"【开始】 四轨单点后，三轨拐条按住爆二轨左滑条
【结束】1&4轨双拐条接近结尾",89.5,B859,"【开始】 四轨单点后，三轨拐条按住爆二轨左滑条
【结束】1&4轨双拐条接近结尾",50.8,2
westcoast west coast,West Coast,A113,"开始:二轨点接条后，爆三轨二连点第二个
结束:四轨拐条左滑",B457,"开始:1－2－1点后，爆四轨左滑条
结束:一轨条尾+三轨右滑",87.9,B457,"开始:1－2－1点后，爆四轨左滑条
结束:一轨条尾+三轨右滑",44,2
whatdoyoumean what do you mean,What Do You Mean？,B331,"【开始】第一次条加点开，爆1轨条&3轨单点。
【结束】2轨条头&4轨单点。（备注）",B414,"【开始】2轨单点&4轨条后，按住条爆1轨单点。
【结束】1轨条后，3轨二连点。",69,B331,"【开始】第一次条加点开，爆1轨条&3轨单点。
【结束】2轨条头&4轨单点。（备注）",35,2
whatmakesyoubeautiful what makes you beautiful,What Makes You Beautiful,A134,"【开始】两个滑键后，爆2轨二连点。
【结束】1&4轨双点。（双排一样）",B319,"【开始】两个滑键后，爆1轨二连点。
【结束】1&3轨双点。（双排一样）",76,A134,"【开始】两个滑键后，爆2轨二连点。
【结束】1&4轨双点。（双排一样）",38,2
whenimgone when i'm gone,When I'm Gone,A189,"【开始】二轨左滑
【结束】二轨左滑",B465,"【开始】四轨左滑
【结束】四轨左滑",76,B465,"【开始】四轨左滑
【结束】四轨左滑",40,2
whistle whistle,whistle（困难版）,A248,【开始】过四轨长条，爆二轨条头+五轨单点  【结束】2&4轨双条中,B1052,【开始】二轨短条后，过两个滑键，爆1&4轨双右滑条  【结束】1&4轨双条中,86.3,B1052,【开始】二轨短条后，过两个滑键，爆1&4轨双右滑条  【结束】1&4轨双条中,46.2,1
